country,co2_emmission_all,food_category_x,consumption,co2_emmission_x,food_category_y,co2_emmission_y
Romania,766.3000000000001,Rice,2.59,3.31,Animal Products,734.08
Romania,766.3000000000001,Rice,2.59,3.31,Non-Animal Products,32.22
Romania,766.3000000000001,Soybeans,0.01,0.0,Animal Products,734.08
Romania,766.3000000000001,Soybeans,0.01,0.0,Non-Animal Products,32.22
Romania,766.3000000000001,Nuts inc. Peanut Butter,1.8,3.19,Animal Products,734.08
Romania,766.3000000000001,Nuts inc. Peanut Butter,1.8,3.19,Non-Animal Products,32.22
Russia,1007.66,Pork,25.66,90.82,Animal Products,973.76
Russia,1007.66,Pork,25.66,90.82,Non-Animal Products,33.9
Russia,1007.66,Poultry,27.5,29.54,Animal Products,973.76
Russia,1007.66,Poultry,27.5,29.54,Non-Animal Products,33.9
Russia,1007.66,Beef,16.979999999999997,523.97,Animal Products,973.76
Russia,1007.66,Beef,16.979999999999997,523.97,Non-Animal Products,33.9
Russia,1007.66,Lamb & Goat,1.4,49.03,Animal Products,973.76
Russia,1007.66,Lamb & Goat,1.4,49.03,Non-Animal Products,33.9
Russia,1007.66,Fish,20.82,33.24,Animal Products,973.76
Russia,1007.66,Fish,20.82,33.24,Non-Animal Products,33.9
Russia,1007.66,Eggs,15.43,14.17,Animal Products,973.76
Russia,1007.66,Eggs,15.43,14.17,Non-Animal Products,33.9
Russia,1007.66,Milk - inc. cheese,163.57,232.99,Animal Products,973.76
Russia,1007.66,Milk - inc. cheese,163.57,232.99,Non-Animal Products,33.9
Russia,1007.66,Wheat and Wheat Products,130.99,24.98,Animal Products,973.76
Russia,1007.66,Wheat and Wheat Products,130.99,24.98,Non-Animal Products,33.9
Russia,1007.66,Rice,4.71,6.03,Animal Products,973.76
Russia,1007.66,Rice,4.71,6.03,Non-Animal Products,33.9
Russia,1007.66,Soybeans,0.05,0.02,Animal Products,973.76
Russia,1007.66,Soybeans,0.05,0.02,Non-Animal Products,33.9
Russia,1007.66,Nuts inc. Peanut Butter,1.62,2.87,Animal Products,973.76
Russia,1007.66,Nuts inc. Peanut Butter,1.62,2.87,Non-Animal Products,33.9
Rwanda,181.63,Pork,0.76,2.69,Animal Products,166.44
Rwanda,181.63,Pork,0.76,2.69,Non-Animal Products,15.19
Rwanda,181.63,Poultry,1.34,1.44,Animal Products,166.44
Rwanda,181.63,Poultry,1.34,1.44,Non-Animal Products,15.19
Rwanda,181.63,Beef,2.53,78.07,Animal Products,166.44
Rwanda,181.63,Beef,2.53,78.07,Non-Animal Products,15.19
Rwanda,181.63,Lamb & Goat,1.93,67.59,Animal Products,166.44
Rwanda,181.63,Lamb & Goat,1.93,67.59,Non-Animal Products,15.19
Rwanda,181.63,Fish,3.88,6.2,Animal Products,166.44
Rwanda,181.63,Fish,3.88,6.2,Non-Animal Products,15.19
Rwanda,181.63,Eggs,0.16,0.15,Animal Products,166.44
Rwanda,181.63,Eggs,0.16,0.15,Non-Animal Products,15.19
Rwanda,181.63,Milk - inc. cheese,7.23,10.3,Animal Products,166.44
Rwanda,181.63,Milk - inc. cheese,7.23,10.3,Non-Animal Products,15.19
Rwanda,181.63,Wheat and Wheat Products,11.34,2.16,Animal Products,166.44
Rwanda,181.63,Wheat and Wheat Products,11.34,2.16,Non-Animal Products,15.19
Rwanda,181.63,Rice,8.7,11.13,Animal Products,166.44
Rwanda,181.63,Rice,8.7,11.13,Non-Animal Products,15.19
Rwanda,181.63,Soybeans,1.93,0.8700000000000001,Animal Products,166.44
Rwanda,181.63,Soybeans,1.93,0.8700000000000001,Non-Animal Products,15.19
Rwanda,181.63,Nuts inc. Peanut Butter,0.58,1.03,Animal Products,166.44
Rwanda,181.63,Nuts inc. Peanut Butter,0.58,1.03,Non-Animal Products,15.19
Saudi Arabia,692.86,Pork,0.0,0.0,Animal Products,623.97
Saudi Arabia,692.86,Pork,0.0,0.0,Non-Animal Products,68.89
Saudi Arabia,692.86,Poultry,49.05,52.690000000000005,Animal Products,623.97
Saudi Arabia,692.86,Poultry,49.05,52.690000000000005,Non-Animal Products,68.89
Saudi Arabia,692.86,Beef,6.45,199.03,Animal Products,623.97
Saudi Arabia,692.86,Beef,6.45,199.03,Non-Animal Products,68.89
Saudi Arabia,692.86,Lamb & Goat,6.54,229.03,Animal Products,623.97
Saudi Arabia,692.86,Lamb & Goat,6.54,229.03,Non-Animal Products,68.89
Saudi Arabia,692.86,Fish,11.99,19.14,Animal Products,623.97
Saudi Arabia,692.86,Fish,11.99,19.14,Non-Animal Products,68.89
Saudi Arabia,692.86,Eggs,5.37,4.930000000000001,Animal Products,623.97
Saudi Arabia,692.86,Eggs,5.37,4.930000000000001,Non-Animal Products,68.89
Saudi Arabia,692.86,Milk - inc. cheese,83.64999999999999,119.15,Animal Products,623.97
Saudi Arabia,692.86,Milk - inc. cheese,83.64999999999999,119.15,Non-Animal Products,68.89
Saudi Arabia,692.86,Wheat and Wheat Products,89.47,17.06,Animal Products,623.97
Saudi Arabia,692.86,Wheat and Wheat Products,89.47,17.06,Non-Animal Products,68.89
Saudi Arabia,692.86,Rice,36.02,46.09,Animal Products,623.97
Saudi Arabia,692.86,Rice,36.02,46.09,Non-Animal Products,68.89
Saudi Arabia,692.86,Soybeans,0.05,0.02,Animal Products,623.97
Saudi Arabia,692.86,Soybeans,0.05,0.02,Non-Animal Products,68.89
Saudi Arabia,692.86,Nuts inc. Peanut Butter,3.23,5.72,Animal Products,623.97
Saudi Arabia,692.86,Nuts inc. Peanut Butter,3.23,5.72,Non-Animal Products,68.89
Senegal,469.43,Pork,0.94,3.33,Animal Products,362.67
Senegal,469.43,Pork,0.94,3.33,Non-Animal Products,106.76
Senegal,469.43,Poultry,4.619999999999999,4.96,Animal Products,362.67
Senegal,469.43,Poultry,4.619999999999999,4.96,Non-Animal Products,106.76
Senegal,469.43,Beef,5.85,180.52,Animal Products,362.67
Senegal,469.43,Beef,5.85,180.52,Non-Animal Products,106.76
Senegal,469.43,Lamb & Goat,3.19,111.71,Animal Products,362.67
Senegal,469.43,Lamb & Goat,3.19,111.71,Non-Animal Products,106.76
Senegal,469.43,Fish,22.94,36.63,Animal Products,362.67
Senegal,469.43,Fish,22.94,36.63,Non-Animal Products,106.76
Senegal,469.43,Eggs,1.63,1.5,Animal Products,362.67
Senegal,469.43,Eggs,1.63,1.5,Non-Animal Products,106.76
Senegal,469.43,Milk - inc. cheese,16.86,24.02,Animal Products,362.67
Senegal,469.43,Milk - inc. cheese,16.86,24.02,Non-Animal Products,106.76
Senegal,469.43,Wheat and Wheat Products,37.32,7.119999999999999,Animal Products,362.67
Senegal,469.43,Wheat and Wheat Products,37.32,7.119999999999999,Non-Animal Products,106.76
Senegal,469.43,Rice,72.29,92.51,Animal Products,362.67
Senegal,469.43,Rice,72.29,92.51,Non-Animal Products,106.76
Senegal,469.43,Soybeans,0.0,0.0,Animal Products,362.67
Senegal,469.43,Soybeans,0.0,0.0,Non-Animal Products,106.76
Senegal,469.43,Nuts inc. Peanut Butter,4.03,7.13,Animal Products,362.67
Senegal,469.43,Nuts inc. Peanut Butter,4.03,7.13,Non-Animal Products,106.76
Serbia,723.34,Pork,32.04,113.41,Animal Products,695.73
Serbia,723.34,Pork,32.04,113.41,Non-Animal Products,27.61
Serbia,723.34,Poultry,10.64,11.43,Animal Products,695.73
Serbia,723.34,Poultry,10.64,11.43,Non-Animal Products,27.61
Serbia,723.34,Beef,7.05,217.55,Animal Products,695.73
Serbia,723.34,Beef,7.05,217.55,Non-Animal Products,27.61
Serbia,723.34,Lamb & Goat,3.56,124.67,Animal Products,695.73
Serbia,723.34,Lamb & Goat,3.56,124.67,Non-Animal Products,27.61
Serbia,723.34,Fish,5.59,8.93,Animal Products,695.73
Serbia,723.34,Fish,5.59,8.93,Non-Animal Products,27.61
Serbia,723.34,Eggs,8.89,8.17,Animal Products,695.73
Serbia,723.34,Eggs,8.89,8.17,Non-Animal Products,27.61
Serbia,723.34,Milk - inc. cheese,148.53,211.57,Animal Products,695.73
Serbia,723.34,Milk - inc. cheese,148.53,211.57,Non-Animal Products,27.61
Serbia,723.34,Wheat and Wheat Products,105.88,20.19,Animal Products,695.73
Serbia,723.34,Wheat and Wheat Products,105.88,20.19,Non-Animal Products,27.61
Serbia,723.34,Rice,1.22,1.56,Animal Products,695.73
Serbia,723.34,Rice,1.22,1.56,Non-Animal Products,27.61
Serbia,723.34,Soybeans,0.0,0.0,Animal Products,695.73
Serbia,723.34,Soybeans,0.0,0.0,Non-Animal Products,27.61
Serbia,723.34,Nuts inc. Peanut Butter,3.31,5.859999999999999,Animal Products,695.73
Serbia,723.34,Nuts inc. Peanut Butter,3.31,5.859999999999999,Non-Animal Products,27.61
Sierra Leone,300.41,Pork,1.22,4.319999999999999,Animal Products,156.7
Sierra Leone,300.41,Pork,1.22,4.319999999999999,Non-Animal Products,143.70999999999998
Sierra Leone,300.41,Poultry,4.970000000000001,5.34,Animal Products,156.7
Sierra Leone,300.41,Poultry,4.970000000000001,5.34,Non-Animal Products,143.70999999999998
Sierra Leone,300.41,Beef,1.99,61.41,Animal Products,156.7
Sierra Leone,300.41,Beef,1.99,61.41,Non-Animal Products,143.70999999999998
Sierra Leone,300.41,Lamb & Goat,0.65,22.76,Animal Products,156.7
Sierra Leone,300.41,Lamb & Goat,0.65,22.76,Non-Animal Products,143.70999999999998
Sierra Leone,300.41,Fish,32.03,51.14,Animal Products,156.7
Sierra Leone,300.41,Fish,32.03,51.14,Non-Animal Products,143.70999999999998
Sierra Leone,300.41,Eggs,1.92,1.76,Animal Products,156.7
Sierra Leone,300.41,Eggs,1.92,1.76,Non-Animal Products,143.70999999999998
Sierra Leone,300.41,Milk - inc. cheese,7.0,9.97,Animal Products,156.7
Sierra Leone,300.41,Milk - inc. cheese,7.0,9.97,Non-Animal Products,143.70999999999998
Sierra Leone,300.41,Wheat and Wheat Products,8.719999999999999,1.66,Animal Products,156.7
Sierra Leone,300.41,Wheat and Wheat Products,8.719999999999999,1.66,Non-Animal Products,143.70999999999998
Sierra Leone,300.41,Rice,103.3,132.19,Animal Products,156.7
Sierra Leone,300.41,Rice,103.3,132.19,Non-Animal Products,143.70999999999998
Sierra Leone,300.41,Soybeans,0.0,0.0,Animal Products,156.7
Sierra Leone,300.41,Soybeans,0.0,0.0,Non-Animal Products,143.70999999999998
Sierra Leone,300.41,Nuts inc. Peanut Butter,5.57,9.86,Animal Products,156.7
Sierra Leone,300.41,Nuts inc. Peanut Butter,5.57,9.86,Non-Animal Products,143.70999999999998
Slovakia,560.34,Pork,31.78,112.49,Animal Products,526.52
Slovakia,560.34,Pork,31.78,112.49,Non-Animal Products,33.82
Slovakia,560.34,Poultry,15.13,16.25,Animal Products,526.52
Slovakia,560.34,Poultry,15.13,16.25,Non-Animal Products,33.82
Slovakia,560.34,Beef,5.19,160.15,Animal Products,526.52
Slovakia,560.34,Beef,5.19,160.15,Non-Animal Products,33.82
Slovakia,560.34,Lamb & Goat,0.16,5.6,Animal Products,526.52
Slovakia,560.34,Lamb & Goat,0.16,5.6,Non-Animal Products,33.82
Slovakia,560.34,Fish,8.39,13.4,Animal Products,526.52
Slovakia,560.34,Fish,8.39,13.4,Non-Animal Products,33.82
Slovakia,560.34,Eggs,16.05,14.739999999999998,Animal Products,526.52
Slovakia,560.34,Eggs,16.05,14.739999999999998,Non-Animal Products,33.82
Slovakia,560.34,Milk - inc. cheese,143.14,203.89,Animal Products,526.52
Slovakia,560.34,Milk - inc. cheese,143.14,203.89,Non-Animal Products,33.82
Slovakia,560.34,Wheat and Wheat Products,123.62,23.57,Animal Products,526.52
Slovakia,560.34,Wheat and Wheat Products,123.62,23.57,Non-Animal Products,33.82
Slovakia,560.34,Rice,2.88,3.69,Animal Products,526.52
Slovakia,560.34,Rice,2.88,3.69,Non-Animal Products,33.82
Slovakia,560.34,Soybeans,0.02,0.01,Animal Products,526.52
Slovakia,560.34,Soybeans,0.02,0.01,Non-Animal Products,33.82
Slovakia,560.34,Nuts inc. Peanut Butter,3.7,6.55,Animal Products,526.52
Slovakia,560.34,Nuts inc. Peanut Butter,3.7,6.55,Non-Animal Products,33.82
Slovenia,1111.5600000000002,Pork,28.19,99.78,Animal Products,1077.1
Slovenia,1111.5600000000002,Pork,28.19,99.78,Non-Animal Products,34.46
Slovenia,1111.5600000000002,Poultry,23.46,25.2,Animal Products,1077.1
Slovenia,1111.5600000000002,Poultry,23.46,25.2,Non-Animal Products,34.46
Slovenia,1111.5600000000002,Beef,18.43,568.71,Animal Products,1077.1
Slovenia,1111.5600000000002,Beef,18.43,568.71,Non-Animal Products,34.46
Slovenia,1111.5600000000002,Lamb & Goat,0.7899999999999999,27.67,Animal Products,1077.1
Slovenia,1111.5600000000002,Lamb & Goat,0.7899999999999999,27.67,Non-Animal Products,34.46
Slovenia,1111.5600000000002,Fish,7.76,12.39,Animal Products,1077.1
Slovenia,1111.5600000000002,Fish,7.76,12.39,Non-Animal Products,34.46
Slovenia,1111.5600000000002,Eggs,9.36,8.6,Animal Products,1077.1
Slovenia,1111.5600000000002,Eggs,9.36,8.6,Non-Animal Products,34.46
Slovenia,1111.5600000000002,Milk - inc. cheese,235.01,334.75,Animal Products,1077.1
Slovenia,1111.5600000000002,Milk - inc. cheese,235.01,334.75,Non-Animal Products,34.46
Slovenia,1111.5600000000002,Wheat and Wheat Products,103.43,19.72,Animal Products,1077.1
Slovenia,1111.5600000000002,Wheat and Wheat Products,103.43,19.72,Non-Animal Products,34.46
Slovenia,1111.5600000000002,Rice,3.95,5.05,Animal Products,1077.1
Slovenia,1111.5600000000002,Rice,3.95,5.05,Non-Animal Products,34.46
Slovenia,1111.5600000000002,Soybeans,0.75,0.3399999999999999,Animal Products,1077.1
Slovenia,1111.5600000000002,Soybeans,0.75,0.3399999999999999,Non-Animal Products,34.46
Slovenia,1111.5600000000002,Nuts inc. Peanut Butter,5.28,9.35,Animal Products,1077.1
Slovenia,1111.5600000000002,Nuts inc. Peanut Butter,5.28,9.35,Non-Animal Products,34.46
South Africa,892.4100000000001,Pork,4.159999999999999,14.72,Animal Products,856.25
South Africa,892.4100000000001,Pork,4.159999999999999,14.72,Non-Animal Products,36.16
South Africa,892.4100000000001,Poultry,37.57,40.36,Animal Products,856.25
South Africa,892.4100000000001,Poultry,37.57,40.36,Non-Animal Products,36.16
South Africa,892.4100000000001,Beef,18.03,556.37,Animal Products,856.25
South Africa,892.4100000000001,Beef,18.03,556.37,Non-Animal Products,36.16
South Africa,892.4100000000001,Lamb & Goat,4.28,149.89,Animal Products,856.25
South Africa,892.4100000000001,Lamb & Goat,4.28,149.89,Non-Animal Products,36.16
South Africa,892.4100000000001,Fish,5.56,8.88,Animal Products,856.25
South Africa,892.4100000000001,Fish,5.56,8.88,Non-Animal Products,36.16
South Africa,892.4100000000001,Eggs,7.21,6.619999999999999,Animal Products,856.25
South Africa,892.4100000000001,Eggs,7.21,6.619999999999999,Non-Animal Products,36.16
South Africa,892.4100000000001,Milk - inc. cheese,55.75,79.41000000000001,Animal Products,856.25
South Africa,892.4100000000001,Milk - inc. cheese,55.75,79.41000000000001,Non-Animal Products,36.16
South Africa,892.4100000000001,Wheat and Wheat Products,60.13,11.47,Animal Products,856.25
South Africa,892.4100000000001,Wheat and Wheat Products,60.13,11.47,Non-Animal Products,36.16
South Africa,892.4100000000001,Rice,17.41,22.28,Animal Products,856.25
South Africa,892.4100000000001,Rice,17.41,22.28,Non-Animal Products,36.16
South Africa,892.4100000000001,Soybeans,1.27,0.5700000000000001,Animal Products,856.25
South Africa,892.4100000000001,Soybeans,1.27,0.5700000000000001,Non-Animal Products,36.16
South Africa,892.4100000000001,Nuts inc. Peanut Butter,1.04,1.84,Animal Products,856.25
South Africa,892.4100000000001,Nuts inc. Peanut Butter,1.04,1.84,Non-Animal Products,36.16
South Korea,822.05,Pork,32.760000000000005,115.95,Animal Products,690.95
South Korea,822.05,Pork,32.760000000000005,115.95,Non-Animal Products,131.1
South Korea,822.05,Poultry,16.0,17.19,Animal Products,690.95
South Korea,822.05,Poultry,16.0,17.19,Non-Animal Products,131.1
South Korea,822.05,Beef,14.53,448.37,Animal Products,690.95
South Korea,822.05,Beef,14.53,448.37,Non-Animal Products,131.1
South Korea,822.05,Lamb & Goat,0.14,4.9,Animal Products,690.95
South Korea,822.05,Lamb & Goat,0.14,4.9,Non-Animal Products,131.1
South Korea,822.05,Fish,33.09,52.83,Animal Products,690.95
South Korea,822.05,Fish,33.09,52.83,Non-Animal Products,131.1
South Korea,822.05,Eggs,11.239999999999998,10.33,Animal Products,690.95
South Korea,822.05,Eggs,11.239999999999998,10.33,Non-Animal Products,131.1
South Korea,822.05,Milk - inc. cheese,29.05,41.38,Animal Products,690.95
South Korea,822.05,Milk - inc. cheese,29.05,41.38,Non-Animal Products,131.1
South Korea,822.05,Wheat and Wheat Products,50.84,9.7,Animal Products,690.95
South Korea,822.05,Wheat and Wheat Products,50.84,9.7,Non-Animal Products,131.1
South Korea,822.05,Rice,85.17999999999999,109.0,Animal Products,690.95
South Korea,822.05,Rice,85.17999999999999,109.0,Non-Animal Products,131.1
South Korea,822.05,Soybeans,8.350000000000001,3.76,Animal Products,690.95
South Korea,822.05,Soybeans,8.350000000000001,3.76,Non-Animal Products,131.1
South Korea,822.05,Nuts inc. Peanut Butter,4.88,8.639999999999999,Animal Products,690.95
South Korea,822.05,Nuts inc. Peanut Butter,4.88,8.639999999999999,Non-Animal Products,131.1
Spain,988.47,Pork,48.92,173.15,Animal Products,946.74
Spain,988.47,Pork,48.92,173.15,Non-Animal Products,41.73
Spain,988.47,Poultry,28.630000000000003,30.75,Animal Products,946.74
Spain,988.47,Poultry,28.630000000000003,30.75,Non-Animal Products,41.73
Spain,988.47,Beef,12.15,374.92,Animal Products,946.74
Spain,988.47,Beef,12.15,374.92,Non-Animal Products,41.73
Spain,988.47,Lamb & Goat,2.16,75.64,Animal Products,946.74
Spain,988.47,Lamb & Goat,2.16,75.64,Non-Animal Products,41.73
Spain,988.47,Fish,28.83,46.03,Animal Products,946.74
Spain,988.47,Fish,28.83,46.03,Non-Animal Products,41.73
Spain,988.47,Eggs,13.32,12.239999999999998,Animal Products,946.74
Spain,988.47,Eggs,13.32,12.239999999999998,Non-Animal Products,41.73
Spain,988.47,Milk - inc. cheese,164.29,234.01,Animal Products,946.74
Spain,988.47,Milk - inc. cheese,164.29,234.01,Non-Animal Products,41.73
Spain,988.47,Wheat and Wheat Products,93.88,17.9,Animal Products,946.74
Spain,988.47,Wheat and Wheat Products,93.88,17.9,Non-Animal Products,41.73
Spain,988.47,Rice,8.32,10.65,Animal Products,946.74
Spain,988.47,Rice,8.32,10.65,Non-Animal Products,41.73
Spain,988.47,Soybeans,0.02,0.01,Animal Products,946.74
Spain,988.47,Soybeans,0.02,0.01,Non-Animal Products,41.73
Spain,988.47,Nuts inc. Peanut Butter,7.44,13.17,Animal Products,946.74
Spain,988.47,Nuts inc. Peanut Butter,7.44,13.17,Non-Animal Products,41.73
Sri Lanka,294.46,Pork,0.05,0.18,Animal Products,145.06
Sri Lanka,294.46,Pork,0.05,0.18,Non-Animal Products,149.4
Sri Lanka,294.46,Poultry,4.96,5.33,Animal Products,145.06
Sri Lanka,294.46,Poultry,4.96,5.33,Non-Animal Products,149.4
Sri Lanka,294.46,Beef,1.38,42.58,Animal Products,145.06
Sri Lanka,294.46,Beef,1.38,42.58,Non-Animal Products,149.4
Sri Lanka,294.46,Lamb & Goat,0.09,3.15,Animal Products,145.06
Sri Lanka,294.46,Lamb & Goat,0.09,3.15,Non-Animal Products,149.4
Sri Lanka,294.46,Fish,24.92,39.790000000000006,Animal Products,145.06
Sri Lanka,294.46,Fish,24.92,39.790000000000006,Non-Animal Products,149.4
Sri Lanka,294.46,Eggs,4.57,4.2,Animal Products,145.06
Sri Lanka,294.46,Eggs,4.57,4.2,Non-Animal Products,149.4
Sri Lanka,294.46,Milk - inc. cheese,34.98,49.83,Animal Products,145.06
Sri Lanka,294.46,Milk - inc. cheese,34.98,49.83,Non-Animal Products,149.4
Sri Lanka,294.46,Wheat and Wheat Products,37.01,7.06,Animal Products,145.06
Sri Lanka,294.46,Wheat and Wheat Products,37.01,7.06,Non-Animal Products,149.4
Sri Lanka,294.46,Rice,109.72,140.41,Animal Products,145.06
Sri Lanka,294.46,Rice,109.72,140.41,Non-Animal Products,149.4
Sri Lanka,294.46,Soybeans,0.0,0.0,Animal Products,145.06
Sri Lanka,294.46,Soybeans,0.0,0.0,Non-Animal Products,149.4
Sri Lanka,294.46,Nuts inc. Peanut Butter,1.09,1.93,Animal Products,145.06
Sri Lanka,294.46,Nuts inc. Peanut Butter,1.09,1.93,Non-Animal Products,149.4
Swaziland,678.94,Pork,2.43,8.6,Animal Products,633.14
Swaziland,678.94,Pork,2.43,8.6,Non-Animal Products,45.8
Swaziland,678.94,Poultry,6.18,6.64,Animal Products,633.14
Swaziland,678.94,Poultry,6.18,6.64,Non-Animal Products,45.8
Swaziland,678.94,Beef,15.1,465.95,Animal Products,633.14
Swaziland,678.94,Beef,15.1,465.95,Non-Animal Products,45.8
Swaziland,678.94,Lamb & Goat,1.94,67.94000000000001,Animal Products,633.14
Swaziland,678.94,Lamb & Goat,1.94,67.94000000000001,Non-Animal Products,45.8
Swaziland,678.94,Fish,1.26,2.01,Animal Products,633.14
Swaziland,678.94,Fish,1.26,2.01,Non-Animal Products,45.8
Swaziland,678.94,Eggs,1.5,1.38,Animal Products,633.14
Swaziland,678.94,Eggs,1.5,1.38,Non-Animal Products,45.8
Swaziland,678.94,Milk - inc. cheese,56.6,80.61999999999999,Animal Products,633.14
Swaziland,678.94,Milk - inc. cheese,56.6,80.61999999999999,Non-Animal Products,45.8
Swaziland,678.94,Wheat and Wheat Products,37.15,7.08,Animal Products,633.14
Swaziland,678.94,Wheat and Wheat Products,37.15,7.08,Non-Animal Products,45.8
Swaziland,678.94,Rice,21.15,27.07,Animal Products,633.14
Swaziland,678.94,Rice,21.15,27.07,Non-Animal Products,45.8
Swaziland,678.94,Soybeans,0.55,0.25,Animal Products,633.14
Swaziland,678.94,Soybeans,0.55,0.25,Non-Animal Products,45.8
Swaziland,678.94,Nuts inc. Peanut Butter,6.44,11.4,Animal Products,633.14
Swaziland,678.94,Nuts inc. Peanut Butter,6.44,11.4,Non-Animal Products,45.8
Sweden,1527.03,Pork,37.0,130.96,Animal Products,1493.13
Sweden,1527.03,Pork,37.0,130.96,Non-Animal Products,33.9
Sweden,1527.03,Poultry,16.64,17.87,Animal Products,1493.13
Sweden,1527.03,Poultry,16.64,17.87,Non-Animal Products,33.9
Sweden,1527.03,Beef,24.58,758.49,Animal Products,1493.13
Sweden,1527.03,Beef,24.58,758.49,Non-Animal Products,33.9
Sweden,1527.03,Lamb & Goat,1.41,49.38,Animal Products,1493.13
Sweden,1527.03,Lamb & Goat,1.41,49.38,Non-Animal Products,33.9
Sweden,1527.03,Fish,23.86,38.1,Animal Products,1493.13
Sweden,1527.03,Fish,23.86,38.1,Non-Animal Products,33.9
Sweden,1527.03,Eggs,13.37,12.28,Animal Products,1493.13
Sweden,1527.03,Eggs,13.37,12.28,Non-Animal Products,33.9
Sweden,1527.03,Milk - inc. cheese,341.23,486.05,Animal Products,1493.13
Sweden,1527.03,Milk - inc. cheese,341.23,486.05,Non-Animal Products,33.9
Sweden,1527.03,Wheat and Wheat Products,79.59,15.18,Animal Products,1493.13
Sweden,1527.03,Wheat and Wheat Products,79.59,15.18,Non-Animal Products,33.9
Sweden,1527.03,Rice,5.96,7.63,Animal Products,1493.13
Sweden,1527.03,Rice,5.96,7.63,Non-Animal Products,33.9
Sweden,1527.03,Soybeans,0.13,0.06,Animal Products,1493.13
Sweden,1527.03,Soybeans,0.13,0.06,Non-Animal Products,33.9
Sweden,1527.03,Nuts inc. Peanut Butter,6.23,11.03,Animal Products,1493.13
Sweden,1527.03,Nuts inc. Peanut Butter,6.23,11.03,Non-Animal Products,33.9
Switzerland,1356.75,Pork,31.49,111.46,Animal Products,1319.96
Switzerland,1356.75,Pork,31.49,111.46,Non-Animal Products,36.79
Switzerland,1356.75,Poultry,16.38,17.6,Animal Products,1319.96
Switzerland,1356.75,Poultry,16.38,17.6,Non-Animal Products,36.79
Switzerland,1356.75,Beef,21.26,656.04,Animal Products,1319.96
Switzerland,1356.75,Beef,21.26,656.04,Non-Animal Products,36.79
Switzerland,1356.75,Lamb & Goat,1.42,49.73,Animal Products,1319.96
Switzerland,1356.75,Lamb & Goat,1.42,49.73,Non-Animal Products,36.79
Switzerland,1356.75,Fish,13.48,21.52,Animal Products,1319.96
Switzerland,1356.75,Fish,13.48,21.52,Non-Animal Products,36.79
Switzerland,1356.75,Eggs,10.53,9.67,Animal Products,1319.96
Switzerland,1356.75,Eggs,10.53,9.67,Non-Animal Products,36.79
Switzerland,1356.75,Milk - inc. cheese,318.69,453.94,Animal Products,1319.96
Switzerland,1356.75,Milk - inc. cheese,318.69,453.94,Non-Animal Products,36.79
Switzerland,1356.75,Wheat and Wheat Products,89.51,17.07,Animal Products,1319.96
Switzerland,1356.75,Wheat and Wheat Products,89.51,17.07,Non-Animal Products,36.79
Switzerland,1356.75,Rice,2.43,3.11,Animal Products,1319.96
Switzerland,1356.75,Rice,2.43,3.11,Non-Animal Products,36.79
Switzerland,1356.75,Soybeans,0.44,0.2,Animal Products,1319.96
Switzerland,1356.75,Soybeans,0.44,0.2,Non-Animal Products,36.79
Switzerland,1356.75,Nuts inc. Peanut Butter,9.27,16.41,Animal Products,1319.96
Switzerland,1356.75,Nuts inc. Peanut Butter,9.27,16.41,Non-Animal Products,36.79
Taiwan. ROC,559.55,Pork,39.37,139.35000000000002,Animal Products,467.5
Taiwan. ROC,559.55,Pork,39.37,139.35000000000002,Non-Animal Products,92.05
Taiwan. ROC,559.55,Poultry,32.13,34.51,Animal Products,467.5
Taiwan. ROC,559.55,Poultry,32.13,34.51,Non-Animal Products,92.05
Taiwan. ROC,559.55,Beef,5.21,160.76999999999998,Animal Products,467.5
Taiwan. ROC,559.55,Beef,5.21,160.76999999999998,Non-Animal Products,92.05
Taiwan. ROC,559.55,Lamb & Goat,0.92,32.220000000000006,Animal Products,467.5
Taiwan. ROC,559.55,Lamb & Goat,0.92,32.220000000000006,Non-Animal Products,92.05
Taiwan. ROC,559.55,Fish,18.29,29.2,Animal Products,467.5
Taiwan. ROC,559.55,Fish,18.29,29.2,Non-Animal Products,92.05
Taiwan. ROC,559.55,Eggs,13.08,12.02,Animal Products,467.5
Taiwan. ROC,559.55,Eggs,13.08,12.02,Non-Animal Products,92.05
Taiwan. ROC,559.55,Milk - inc. cheese,41.720000000000006,59.43,Animal Products,467.5
Taiwan. ROC,559.55,Milk - inc. cheese,41.720000000000006,59.43,Non-Animal Products,92.05
Taiwan. ROC,559.55,Wheat and Wheat Products,50.92,9.71,Animal Products,467.5
Taiwan. ROC,559.55,Wheat and Wheat Products,50.92,9.71,Non-Animal Products,92.05
Taiwan. ROC,559.55,Rice,45.85,58.67,Animal Products,467.5
Taiwan. ROC,559.55,Rice,45.85,58.67,Non-Animal Products,92.05
Taiwan. ROC,559.55,Soybeans,16.95,7.63,Animal Products,467.5
Taiwan. ROC,559.55,Soybeans,16.95,7.63,Non-Animal Products,92.05
Taiwan. ROC,559.55,Nuts inc. Peanut Butter,9.06,16.04,Animal Products,467.5
Taiwan. ROC,559.55,Nuts inc. Peanut Butter,9.06,16.04,Non-Animal Products,92.05
Tanzania,343.02,Pork,0.32,1.13,Animal Products,302.56
Tanzania,343.02,Pork,0.32,1.13,Non-Animal Products,40.46
Tanzania,343.02,Poultry,1.84,1.98,Animal Products,302.56
Tanzania,343.02,Poultry,1.84,1.98,Non-Animal Products,40.46
